Seed, Instance, GS_level,  Iterations, H , GS_Move, GS_Move_Val, UCT_Move, UCT_Move_Val, UCT_GS_Move_Val, CDP_Move, CDP_Move_Val, CDP_GS_Move_Val, MM_Move, MM_Move_Val, MM_GS_Move_Val
0, 0, 12, 5000, h3 , 0, 1.000000, 3, 0.073643, 0.023002, 3, 0.072713 , 0.019512, 0, 1.000000 , 1.000000
1, 1, 12, 5000, h3 , 0, 1.000000, 3, 0.073643, 0.023002, 3, 0.072713 , 0.019512, 0, 1.000000 , 1.000000
2, 2, 12, 5000, h3 , 0, 1.000000, 3, 0.034394, 0.021822, 3, 0.031061 , 0.021822, 2, 1.000000 , -1.000000
3, 3, 12, 5000, h3 , 6, 0.000000, 1, 0.062189, 0.000000, 1, 0.053030 , 0.000000, 0, -1.000000 , 0.000000
4, 4, 12, 5000, h3 , 0, 0.000000, 4, 0.078349, 0.068003, 4, 0.077703 , 0.058150, 0, 1.000000 , 1.000000
5, 5, 12, 5000, h3 , 6, 0.000000, 5, 0.016716, 0.000000, 5, 0.016716 , 0.000000, 0, -1.000000 , 0.000000
6, 6, 12, 5000, h3 , 3, 0.000000, 4, 0.097139, 0.000000, 4, 0.091727 , -0.002861, 0, 0.000000 , -1.000000
7, 7, 12, 5000, h3 , 0, 1.000000, 0, 0.134802, 0.134802, 0, 0.133422 , 0.133422, 0, 1.000000 , 1.000000
8, 8, 12, 5000, h3 , 0, 1.000000, 1, 0.504897, 0.248792, 1, 0.510103 , 0.256098, 0, 1.000000 , 1.000000
9, 9, 12, 5000, h3 , 0, 1.000000, 1, 0.105093, 0.080817, 1, 0.105093 , 0.080429, 0, 1.000000 , 1.000000
10, 10, 12, 5000, h3 , 6, 0.000000, 3, -0.010274, 0.000000, 3, -0.012069 , 0.000000, 0, -1.000000 , 0.000000
11, 11, 12, 5000, h3 , 2, 1.000000, 3, 0.178030, 0.107108, 3, 0.176080 , 0.107108, 2, 1.000000 , 1.000000
12, 12, 12, 5000, h3 , 0, 1.000000, 4, 0.156790, 0.138808, 4, 0.159851 , 0.142128, 0, 1.000000 , 1.000000
13, 13, 12, 5000, h3 , 2, 1.000000, 5, 0.105691, 0.078992, 5, 0.108770 , 0.086441, 3, 1.000000 , 0.000000
14, 14, 12, 5000, h3 , 6, 0.000000, 4, 0.098668, 0.000000, 4, 0.098668 , 0.000000, 2, 1.000000 , 0.000000
15, 15, 12, 5000, h3 , 0, 1.000000, 4, 0.303494, 0.086957, 4, 0.306845 , 0.085487, 0, 1.000000 , 1.000000
16, 16, 12, 5000, h3 , 0, 1.000000, 2, 0.425190, -999999999.000000, 2, 0.427000 , -999999999.000000, 1, 1.000000 , -999999999.000000
17, 17, 12, 5000, h3 , 0, 1.000000, 0, 0.146226, 0.146226, 0, 0.146226 , 0.146226, 0, 1.000000 , 1.000000
18, 18, 12, 5000, h3 , 6, 0.000000, 5, 0.114497, 0.000000, 5, 0.115527 , 0.000000, 0, -1.000000 , 0.000000
19, 19, 12, 5000, h3 , 0, 1.000000, 0, 0.150130, 0.150130, 0, 0.149660 , 0.149660, 0, 1.000000 , 1.000000
20, 20, 12, 5000, h3 , 0, 1.000000, 1, 0.103979, 0.091503, 1, 0.103979 , 0.093040, 0, 1.000000 , 1.000000
21, 21, 12, 5000, h3 , 6, 0.000000, 3, 0.091633, 0.000000, 3, 0.094551 , 0.000000, 0, 1.000000 , 0.000000
22, 22, 12, 5000, h3 , 2, 0.000000, 2, 0.131848, 0.131848, 2, 0.132867 , 0.132867, 4, 0.000000 , -1.000000
23, 23, 12, 5000, h3 , 0, 1.000000, 2, 0.160535, 0.037037, 2, 0.160535 , 0.037037, 0, 1.000000 , 1.000000
24, 24, 12, 5000, h3 , 4, 1.000000, 4, 0.328380, 0.328380, 4, 0.326182 , 0.326182, 2, 1.000000 , 1.000000
25, 25, 12, 5000, h3 , 1, 1.000000, 1, 0.168186, 0.168186, 1, 0.166242 , 0.166242, 1, 1.000000 , 1.000000
26, 26, 12, 5000, h3 , 0, 1.000000, 1, 0.173518, 0.098429, 1, 0.175147 , 0.094637, 0, 1.000000 , 1.000000
27, 27, 12, 5000, h3 , 0, 1.000000, 0, 0.072598, 0.072598, 0, 0.072598 , 0.072598, 0, -1.000000 , -1.000000
28, 28, 12, 5000, h3 , 0, 1.000000, 0, -0.000935, -0.000935, 0, 0.003766 , 0.003766, 1, 1.000000 , 0.000000
29, 29, 12, 5000, h3 , 0, 1.000000, 0, 0.142037, 0.142037, 0, 0.142037 , 0.142037, 0, 1.000000 , 1.000000
30, 30, 12, 5000, h3 , 3, 1.000000, 3, 0.157494, 0.157494, 3, 0.157258 , 0.157258, 3, 1.000000 , 1.000000
31, 31, 12, 5000, h3 , 0, 1.000000, 2, 0.124919, 0.081213, 2, 0.125163 , 0.085462, 0, 1.000000 , 1.000000
32, 32, 12, 5000, h3 , 0, 1.000000, 0, 0.086803, 0.086803, 0, 0.092461 , 0.092461, 0, -1.000000 , -1.000000
33, 33, 12, 5000, h3 , 6, 0.000000, 0, 0.037704, 0.000000, 2, 0.040102 , 0.000000, 2, 0.000000 , 0.000000
34, 34, 12, 5000, h3 , 0, 1.000000, 4, 0.070573, 0.037004, 4, 0.068900 , 0.034452, 4, 1.000000 , -1.000000
35, 35, 12, 5000, h3 , 0, 0.000000, 2, 0.127751, -0.050847, 2, 0.125077 , -0.050847, 2, 1.000000 , -1.000000
36, 36, 12, 5000, h3 , 0, 1.000000, 2, 0.347512, 0.081690, 2, 0.347744 , 0.081690, 0, 1.000000 , 1.000000
37, 37, 12, 5000, h3 , 0, 1.000000, 2, 0.103410, 0.036093, 2, 0.102380 , 0.042735, 2, 0.000000 , -1.000000
38, 38, 12, 5000, h3 , 0, 1.000000, 1, 0.125547, 0.111478, 1, 0.128843 , 0.107794, 0, 1.000000 , 1.000000
39, 39, 12, 5000, h3 , 0, 1.000000, 2, 0.139832, 0.024359, 2, 0.142228 , 0.024359, 2, 1.000000 , -1.000000
40, 40, 12, 5000, h3 , 6, 0.000000, 1, 0.047026, 0.000000, 1, 0.050659 , 0.000000, 0, -1.000000 , 0.000000
41, 41, 12, 5000, h3 , 1, 1.000000, 1, 0.158124, 0.158124, 1, 0.161137 , 0.161137, 0, -1.000000 , -1.000000
42, 42, 12, 5000, h3 , 1, 1.000000, 1, 0.131685, 0.131685, 1, 0.131339 , 0.131339, 0, 1.000000 , 1.000000
43, 43, 12, 5000, h3 , 2, 1.000000, 3, 0.070669, 0.055458, 3, 0.074752 , 0.060230, 2, 0.000000 , 0.000000
44, 44, 12, 5000, h3 , 1, 0.000000, 3, 0.112189, 0.016129, 3, 0.112189 , 0.020710, 0, 1.000000 , 1.000000
45, 45, 12, 5000, h3 , 3, 1.000000, 3, 0.353151, 0.353151, 3, 0.349895 , 0.349895, 0, 1.000000 , 1.000000
46, 46, 12, 5000, h3 , 6, 0.000000, 2, 0.127322, 0.000000, 2, 0.127322 , 0.000000, 0, -1.000000 , 0.000000
47, 47, 12, 5000, h3 , 6, 0.000000, 1, 0.076522, 0.000000, 1, 0.080176 , 0.000000, 1, 0.000000 , 0.000000
48, 48, 12, 5000, h3 , 0, 1.000000, 5, 0.091483, 0.030708, 2, 0.094468 , 0.030708, 2, 1.000000 , -1.000000
49, 49, 12, 5000, h3 , 6, 0.000000, 3, 0.100946, 0.000000, 1, 0.101818 , 0.000000, 0, 0.000000 , 0.000000
50, 50, 12, 5000, h3 , 1, 1.000000, 2, 0.126787, 0.038018, 2, 0.125179 , 0.026807, 0, -1.000000 , -1.000000
51, 51, 12, 5000, h3 , 6, 0.000000, 4, 0.074491, 0.000000, 4, 0.073394 , 0.000000, 1, 1.000000 , 0.000000
52, 52, 12, 5000, h3 , 1, 1.000000, 1, 0.203779, 0.203779, 1, 0.211231 , 0.211231, 1, 1.000000 , 1.000000
53, 53, 12, 5000, h3 , 6, 0.000000, 2, 0.033457, 0.000000, 1, 0.036145 , 0.000000, 3, 1.000000 , 0.000000
54, 54, 12, 5000, h3 , 6, 0.000000, 1, 0.054054, 0.000000, 1, 0.054036 , 0.000000, 0, -1.000000 , 0.000000
55, 55, 12, 5000, h3 , 6, 0.000000, 5, 0.070685, 0.000000, 5, 0.073080 , 0.000000, 0, 1.000000 , 0.000000
56, 56, 12, 5000, h3 , 6, 0.000000, 1, 0.064157, 0.000000, 1, 0.064157 , 0.000000, 0, 1.000000 , 0.000000
57, 57, 12, 5000, h3 , 6, 0.000000, 0, 0.064615, 0.000000, 0, 0.067326 , 0.000000, 0, 1.000000 , 0.000000
58, 58, 12, 5000, h3 , 1, 1.000000, 5, 0.111521, -0.017964, 5, 0.110698 , -0.016064, 0, -1.000000 , -1.000000
59, 59, 12, 5000, h3 , 6, 0.000000, 0, 0.011853, 0.000000, 0, 0.011853 , 0.000000, 0, 1.000000 , 0.000000
60, 60, 12, 5000, h3 , 0, 1.000000, 0, 0.067109, 0.067109, 0, 0.067109 , 0.067109, 4, 0.000000 , -1.000000
61, 61, 12, 5000, h3 , 0, 1.000000, 1, 0.099515, 0.064571, 1, 0.097872 , 0.064902, 0, 0.000000 , 0.000000
62, 62, 12, 5000, h3 , 2, 1.000000, 2, 0.086264, 0.086264, 2, 0.086264 , 0.086264, 2, 1.000000 , 1.000000
63, 63, 12, 5000, h3 , 3, 1.000000, 3, 0.361400, 0.361400, 3, 0.360526 , 0.360526, 3, 1.000000 , 1.000000
64, 64, 12, 5000, h3 , 0, 1.000000, 1, 0.388457, 0.167382, 1, 0.388982 , 0.170626, 0, 1.000000 , 1.000000
65, 65, 12, 5000, h3 , 0, 1.000000, 0, 0.092377, 0.092377, 0, 0.092377 , 0.092377, 0, 1.000000 , 1.000000
66, 66, 12, 5000, h3 , 0, 1.000000, 2, 0.113940, 0.051487, 2, 0.116071 , 0.052813, 0, -1.000000 , -1.000000
67, 67, 12, 5000, h3 , 3, 1.000000, 3, 0.386550, 0.386550, 3, 0.390016 , 0.390016, 1, 1.000000 , 1.000000
68, 68, 12, 5000, h3 , 0, 1.000000, 1, 0.085094, 0.032869, 1, 0.084434 , 0.038114, 0, 1.000000 , 1.000000
69, 69, 12, 5000, h3 , 1, 1.000000, 1, 0.110896, 0.110896, 1, 0.115210 , 0.115210, 1, 1.000000 , 1.000000
70, 70, 12, 5000, h3 , 1, 1.000000, 0, 0.067540, 0.061028, 3, 0.062500 , 0.061028, 3, 1.000000 , 0.000000
71, 71, 12, 5000, h3 , 0, 1.000000, 3, 0.212162, 0.064626, 3, 0.213778 , 0.064626, 2, 1.000000 , -1.000000
72, 72, 12, 5000, h3 , 6, 0.000000, 2, 0.054054, 0.000000, 2, 0.054054 , 0.000000, 1, 1.000000 , 0.000000
73, 73, 12, 5000, h3 , 0, 1.000000, 3, 0.153616, -0.023697, 3, 0.153616 , -0.023697, 2, 1.000000 , -1.000000
74, 74, 12, 5000, h3 , 0, 1.000000, 0, 0.075734, 0.075734, 0, 0.075734 , 0.075734, 0, 0.000000 , 0.000000
75, 75, 12, 5000, h3 , 0, 1.000000, 1, 0.114754, 0.069943, 1, 0.113622 , 0.068571, 1, 1.000000 , 0.000000
76, 76, 12, 5000, h3 , 0, 1.000000, 1, 0.119887, -999999999.000000, 1, 0.124085 , -999999999.000000, 1, 1.000000 , -999999999.000000
77, 77, 12, 5000, h3 , 0, 1.000000, 1, 0.167612, 0.083916, 1, 0.165460 , 0.077739, 2, 0.000000 , -1.000000
78, 78, 12, 5000, h3 , 0, 1.000000, 2, 0.113290, 0.096386, 2, 0.125092 , 0.101754, 2, 1.000000 , -1.000000
79, 79, 12, 5000, h3 , 0, 1.000000, 1, 0.124146, 0.079074, 1, 0.124297 , 0.085354, 0, 1.000000 , 1.000000
80, 80, 12, 5000, h3 , 0, 1.000000, 4, 0.191574, 0.048013, 4, 0.191385 , 0.048013, 4, 0.000000 , -1.000000
81, 81, 12, 5000, h3 , 6, 0.000000, 4, 0.069261, 0.000000, 4, 0.072656 , 0.000000, 0, -1.000000 , 0.000000
82, 82, 12, 5000, h3 , 6, 0.000000, 1, 0.020898, 0.000000, 1, 0.024068 , 0.000000, 0, -1.000000 , 0.000000
83, 83, 12, 5000, h3 , 0, 1.000000, 1, 0.105899, 0.071963, 1, 0.108262 , 0.080038, 0, 1.000000 , 1.000000
84, 84, 12, 5000, h3 , 0, 1.000000, 5, 0.263719, 0.005181, 5, 0.267184 , 0.005181, 5, 1.000000 , -1.000000
85, 85, 12, 5000, h3 , 0, 1.000000, 1, 0.162441, 0.070806, 1, 0.161695 , 0.066740, 1, 1.000000 , -1.000000
86, 86, 12, 5000, h3 , 0, 1.000000, 4, 0.482952, 0.112554, 4, 0.484634 , 0.112554, 4, 1.000000 , -1.000000
87, 87, 12, 5000, h3 , 6, 0.000000, 5, 0.030723, 0.000000, 5, 0.024975 , 0.000000, 0, -1.000000 , 0.000000
88, 88, 12, 5000, h3 , 1, 1.000000, 1, 0.179685, 0.179685, 1, 0.179036 , 0.179036, 0, -1.000000 , -1.000000
89, 89, 12, 5000, h3 , 6, 0.000000, 1, 0.126678, 0.000000, 1, 0.125440 , 0.000000, 0, -1.000000 , 0.000000
90, 90, 12, 5000, h3 , 0, 1.000000, 0, 0.144913, 0.144913, 0, 0.149551 , 0.149551, 0, 1.000000 , 1.000000
91, 91, 12, 5000, h3 , 6, 0.000000, 1, 0.111772, 0.000000, 1, 0.111772 , 0.000000, 4, 1.000000 , 0.000000
92, 92, 12, 5000, h3 , 0, 1.000000, 1, 0.092557, 0.089512, 1, 0.092557 , 0.089512, 0, 1.000000 , 1.000000
93, 93, 12, 5000, h3 , 2, 1.000000, 2, 0.167565, 0.167565, 2, 0.170192 , 0.170192, 0, 1.000000 , 1.000000
94, 94, 12, 5000, h3 , 0, 1.000000, 1, 0.158590, -0.059659, 1, 0.158590 , -0.059659, 1, 0.000000 , -1.000000
95, 95, 12, 5000, h3 , 0, 1.000000, 3, 0.318898, 0.196622, 3, 0.318898 , 0.204878, 0, 1.000000 , 1.000000
96, 96, 12, 5000, h3 , 0, 1.000000, 0, 0.055402, 0.055402, 0, 0.059805 , 0.059805, 0, 1.000000 , 1.000000
97, 97, 12, 5000, h3 , 0, 1.000000, 1, 0.180190, 0.144254, 1, 0.180190 , 0.153783, 4, 1.000000 , 0.000000
98, 98, 12, 5000, h3 , 0, 1.000000, 3, 0.075284, 0.060458, 3, 0.075768 , 0.067657, 3, 1.000000 , 0.000000
99, 99, 12, 5000, h3 , 6, 0.000000, 2, 0.076777, 0.000000, 2, 0.079517 , 0.000000, 0, -1.000000 , 0.000000
100, 100, 12, 5000, h3 , 6, 0.000000, 3, -0.036658, 0.000000, 3, -0.036658 , 0.000000, 0, -1.000000 , 0.000000
101, 101, 12, 5000, h3 , 6, 0.000000, 3, 0.110014, 0.000000, 3, 0.110014 , 0.000000, 1, 1.000000 , 0.000000
102, 102, 12, 5000, h3 , 6, 0.000000, 0, 0.073079, 0.000000, 0, 0.070935 , 0.000000, 0, 1.000000 , 0.000000
103, 103, 12, 5000, h3 , 2, 1.000000, 0, 0.075665, -0.007032, 0, 0.075665 , -0.007032, 5, 1.000000 , -1.000000
104, 104, 12, 5000, h3 , 0, 1.000000, 0, 0.139087, 0.139087, 0, 0.139087 , 0.139087, 0, 1.000000 , 1.000000
105, 105, 12, 5000, h3 , 4, 0.000000, 4, 0.059664, 0.059664, 4, 0.059664 , 0.059664, 0, 1.000000 , -1.000000
106, 106, 12, 5000, h3 , 6, 0.000000, 1, 0.023148, 0.000000, 1, 0.016838 , 0.000000, 0, -1.000000 , 0.000000
107, 107, 12, 5000, h3 , 0, 1.000000, 3, 0.190728, 0.058929, 3, 0.190476 , 0.058929, 0, 1.000000 , 1.000000
108, 108, 12, 5000, h3 , 0, 1.000000, 0, 0.081343, 0.081343, 0, 0.081343 , 0.081343, 0, 1.000000 , 1.000000
109, 109, 12, 5000, h3 , 0, 1.000000, 5, 0.135153, 0.101547, 5, 0.137370 , 0.101547, 0, 0.000000 , 0.000000
110, 110, 12, 5000, h3 , 1, 0.000000, 1, 0.083929, 0.083929, 1, 0.084675 , 0.084675, 0, 1.000000 , 1.000000
111, 111, 12, 5000, h3 , 0, 1.000000, 3, 0.093541, 0.049528, 3, 0.093541 , 0.049528, 2, 0.000000 , -1.000000
112, 112, 12, 5000, h3 , 0, 1.000000, 1, 0.100154, 0.093643, 1, 0.100154 , 0.094128, 0, 1.000000 , 1.000000
113, 113, 12, 5000, h3 , 0, 1.000000, 1, 0.069329, 0.023861, 1, 0.067221 , 0.019608, 0, -1.000000 , -1.000000
114, 114, 12, 5000, h3 , 6, 0.000000, 4, 0.428721, 0.000000, 4, 0.428796 , 0.000000, 1, 1.000000 , 0.000000
115, 115, 12, 5000, h3 , 0, 1.000000, 0, 0.111111, 0.111111, 0, 0.113356 , 0.113356, 0, 1.000000 , 1.000000
116, 116, 12, 5000, h3 , 0, 1.000000, 0, 0.131558, 0.131558, 0, 0.132198 , 0.132198, 0, 1.000000 , 1.000000
117, 117, 12, 5000, h3 , 0, 1.000000, 1, 0.270841, 0.140083, 1, 0.270770 , 0.140083, 0, 1.000000 , 1.000000
118, 118, 12, 5000, h3 , 0, 1.000000, 0, 0.094886, 0.094886, 0, 0.093341 , 0.093341, 0, 1.000000 , 1.000000
119, 119, 12, 5000, h3 , 0, 1.000000, 3, 0.290234, 0.150070, 3, 0.291393 , 0.137980, 0, 1.000000 , 1.000000
120, 120, 12, 5000, h3 , 1, 1.000000, 4, 0.116057, -999999999.000000, 4, 0.114952 , -999999999.000000, 0, -1.000000 , -999999999.000000
121, 121, 12, 5000, h3 , 3, 1.000000, 3, 0.138445, 0.138445, 3, 0.136540 , 0.136540, 0, -1.000000 , -1.000000
122, 122, 12, 5000, h3 , 6, 0.000000, 1, 0.136925, 0.000000, 1, 0.136925 , 0.000000, 1, 0.000000 , 0.000000
123, 123, 12, 5000, h3 , 0, 1.000000, 0, 0.147294, 0.147294, 0, 0.146364 , 0.146364, 1, 1.000000 , 0.000000
124, 124, 12, 5000, h3 , 0, 1.000000, 1, 0.120350, 0.089483, 1, 0.117130 , 0.093519, 0, 1.000000 , 1.000000
125, 125, 12, 5000, h3 , 0, 1.000000, 0, 0.127751, 0.127751, 0, 0.126691 , 0.126691, 2, 1.000000 , 0.000000
126, 126, 12, 5000, h3 , 0, 1.000000, 1, 0.056528, -0.062500, 1, 0.054656 , -0.062500, 1, 1.000000 , -1.000000
127, 127, 12, 5000, h3 , 0, 1.000000, 1, 0.052542, 0.050347, 1, 0.057412 , 0.054926, 0, 1.000000 , 1.000000
128, 128, 12, 5000, h3 , 6, 0.000000, 3, 0.227135, 0.000000, 3, 0.227135 , 0.000000, 0, -1.000000 , 0.000000
129, 129, 12, 5000, h3 , 4, 0.000000, 4, 0.136217, 0.136217, 4, 0.136217 , 0.136217, 0, 1.000000 , 1.000000
130, 130, 12, 5000, h3 , 0, 1.000000, 0, 0.175317, 0.175317, 0, 0.176266 , 0.176266, 0, 1.000000 , 1.000000
131, 131, 12, 5000, h3 , 0, 1.000000, 3, 0.517894, 0.060241, 3, 0.519644 , 0.060241, 0, 1.000000 , 1.000000
132, 132, 12, 5000, h3 , 1, 1.000000, 1, 0.105844, 0.105844, 1, 0.109446 , 0.109446, 1, 0.000000 , 0.000000
133, 133, 12, 5000, h3 , 0, 1.000000, 1, 0.163576, 0.108800, 1, 0.163576 , 0.111468, 0, 1.000000 , 1.000000
134, 134, 12, 5000, h3 , 0, 1.000000, 2, 0.110191, 0.077778, 2, 0.117126 , 0.081648, 2, 1.000000 , -1.000000
135, 135, 12, 5000, h3 , 1, 1.000000, 1, 0.062147, 0.062147, 1, 0.064280 , 0.064280, 1, 0.000000 , 0.000000
136, 136, 12, 5000, h3 , 0, 1.000000, 2, 0.235950, 0.047722, 2, 0.229980 , 0.047722, 0, 1.000000 , 1.000000
137, 137, 12, 5000, h3 , 4, 1.000000, 4, 0.557522, 0.557522, 4, 0.556869 , 0.556869, 0, 1.000000 , 1.000000
138, 138, 12, 5000, h3 , 0, 1.000000, 0, 0.207420, 0.207420, 0, 0.210838 , 0.210838, 0, 1.000000 , 1.000000
139, 139, 12, 5000, h3 , 6, 0.000000, 3, 0.064988, 0.000000, 3, 0.068460 , 0.000000, 0, -1.000000 , 0.000000
140, 140, 12, 5000, h3 , 0, 1.000000, 5, 0.206278, 0.084406, 5, 0.202984 , 0.087770, 4, 0.000000 , -1.000000
141, 141, 12, 5000, h3 , 3, 1.000000, 5, 0.496357, 0.414050, 5, 0.497775 , 0.414050, 5, 1.000000 , -1.000000
142, 142, 12, 5000, h3 , 0, 1.000000, 1, 0.010753, -0.015728, 1, 0.012164 , -0.004202, 0, -1.000000 , -1.000000
143, 143, 12, 5000, h3 , 2, 1.000000, 2, 0.103598, 0.103598, 2, 0.109794 , 0.109794, 1, 1.000000 , -1.000000
144, 144, 12, 5000, h3 , 0, 1.000000, 4, 0.130515, 0.044236, 4, 0.128536 , 0.043069, 0, 1.000000 , 1.000000
145, 145, 12, 5000, h3 , 6, 0.000000, 1, 0.038560, 0.000000, 1, 0.037801 , 0.000000, 0, -1.000000 , 0.000000
146, 146, 12, 5000, h3 , 3, 1.000000, 3, 0.115477, 0.115477, 3, 0.115292 , 0.115292, 0, 1.000000 , 1.000000
147, 147, 12, 5000, h3 , 6, 0.000000, 3, 0.159066, 0.000000, 3, 0.161589 , 0.000000, 1, 1.000000 , 0.000000
148, 148, 12, 5000, h3 , 6, 0.000000, 3, 0.022293, 0.000000, 3, 0.015385 , 0.000000, 0, -1.000000 , 0.000000
149, 149, 12, 5000, h3 , 6, 0.000000, 4, 0.040122, 0.000000, 4, 0.040122 , 0.000000, 0, -1.000000 , 0.000000
150, 150, 12, 5000, h3 , 0, 1.000000, 0, 0.113251, 0.113251, 0, 0.113251 , 0.113251, 0, 1.000000 , 1.000000
151, 151, 12, 5000, h3 , 0, 1.000000, 2, 0.175310, 0.038394, 2, 0.173446 , 0.031634, 0, 1.000000 , 1.000000
152, 152, 12, 5000, h3 , 0, 1.000000, 2, 0.124264, 0.060870, 2, 0.124264 , 0.070485, 3, 0.000000 , -1.000000
153, 153, 12, 5000, h3 , 6, 0.000000, 4, 0.025891, 0.000000, 4, 0.025025 , 0.000000, 0, -1.000000 , 0.000000
154, 154, 12, 5000, h3 , 6, 0.000000, 5, 0.070162, 0.000000, 5, 0.067407 , 0.000000, 0, 0.000000 , 0.000000
155, 155, 12, 5000, h3 , 2, 1.000000, 2, 0.297579, 0.297579, 2, 0.300935 , 0.300935, 0, 1.000000 , 1.000000
156, 156, 12, 5000, h3 , 3, 1.000000, 1, 0.071555, 0.058428, 1, 0.083333 , 0.055930, 1, -1.000000 , -1.000000
157, 157, 12, 5000, h3 , 4, 0.000000, 4, 0.116860, 0.116860, 4, 0.116860 , 0.116860, 0, 1.000000 , -1.000000
158, 158, 12, 5000, h3 , 0, 1.000000, 2, 0.177409, 0.015487, 2, 0.175892 , 0.020089, 2, 1.000000 , -1.000000
159, 159, 12, 5000, h3 , 6, 0.000000, 5, 0.071576, 0.000000, 5, 0.069109 , 0.000000, 0, -1.000000 , 0.000000
160, 160, 12, 5000, h3 , 0, 1.000000, 1, 0.194421, 0.054773, 1, 0.194421 , 0.054773, 1, 1.000000 , -1.000000
161, 161, 12, 5000, h3 , 0, 1.000000, 0, 0.125837, 0.125837, 0, 0.125837 , 0.125837, 0, 1.000000 , 1.000000
162, 162, 12, 5000, h3 , 6, 0.000000, 3, 0.090037, 0.000000, 3, 0.088955 , 0.000000, 0, -1.000000 , 0.000000
163, 163, 12, 5000, h3 , 0, 1.000000, 5, 0.401377, 0.349655, 5, 0.405461 , 0.350943, 0, 1.000000 , 1.000000
164, 164, 12, 5000, h3 , 1, 1.000000, 2, 0.180362, 0.071161, 2, 0.181013 , 0.075377, 0, 1.000000 , 0.000000
165, 165, 12, 5000, h3 , 1, 1.000000, 4, 0.246191, 0.119593, 4, 0.244873 , 0.119593, 4, 1.000000 , -1.000000
166, 166, 12, 5000, h3 , 6, 0.000000, 2, 0.104294, 0.000000, 2, 0.104294 , 0.000000, 5, 1.000000 , 0.000000
167, 167, 12, 5000, h3 , 0, 1.000000, 2, 0.114981, 0.008658, 2, 0.115725 , 0.008658, 0, 1.000000 , 1.000000
168, 168, 12, 5000, h3 , 0, 1.000000, 1, 0.219847, 0.077273, 1, 0.218057 , 0.092450, 0, 1.000000 , 1.000000
169, 169, 12, 5000, h3 , 6, 0.000000, 1, 0.039386, 0.000000, 1, 0.038900 , 0.000000, 0, -1.000000 , 0.000000
170, 170, 12, 5000, h3 , 0, 1.000000, 1, 0.080409, 0.068906, 1, 0.080443 , 0.065687, 1, 1.000000 , 0.000000
171, 171, 12, 5000, h3 , 0, 1.000000, 3, 0.059432, 0.004104, 3, 0.058109 , 0.004104, 2, 1.000000 , -1.000000
172, 172, 12, 5000, h3 , 0, 0.000000, 4, 0.413346, -0.010417, 4, 0.411923 , -0.010417, 2, 1.000000 , -1.000000
173, 173, 12, 5000, h3 , 0, 1.000000, 2, 0.114114, 0.038682, 2, 0.112952 , 0.033141, 2, 0.000000 , -1.000000
174, 174, 12, 5000, h3 , 6, 0.000000, 2, 0.084371, 0.000000, 2, 0.087550 , 0.000000, 0, -1.000000 , 0.000000
175, 175, 12, 5000, h3 , 0, 1.000000, 0, 0.152662, 0.152662, 0, 0.152662 , 0.152662, 0, 1.000000 , 1.000000
176, 176, 12, 5000, h3 , 0, 1.000000, 3, 0.070081, 0.047899, 3, 0.073698 , 0.053299, 0, 1.000000 , 1.000000
177, 177, 12, 5000, h3 , 0, 1.000000, 0, -0.001237, -0.001237, 0, -0.011875 , -0.011875, 5, 0.000000 , -1.000000
178, 178, 12, 5000, h3 , 6, 0.000000, 4, -0.008764, 0.000000, 4, -0.008764 , 0.000000, 0, -1.000000 , 0.000000
179, 179, 12, 5000, h3 , 6, 0.000000, 0, 0.107850, 0.000000, 0, 0.108824 , 0.000000, 0, 1.000000 , 0.000000
180, 180, 12, 5000, h3 , 0, 1.000000, 0, 0.054817, 0.054817, 0, 0.059216 , 0.059216, 1, 0.000000 , -1.000000
181, 181, 12, 5000, h3 , 1, 1.000000, 0, 0.061521, -0.191126, 0, 0.062209 , -0.191126, 0, 1.000000 , -1.000000
182, 182, 12, 5000, h3 , 6, 0.000000, 2, -0.018605, 0.000000, 2, -0.014967 , 0.000000, 0, -1.000000 , 0.000000
183, 183, 12, 5000, h3 , 6, 0.000000, 3, 0.055901, 0.000000, 3, 0.055901 , 0.000000, 0, -1.000000 , 0.000000
184, 184, 12, 5000, h3 , 0, 1.000000, 0, 0.116804, 0.116804, 0, 0.117550 , 0.117550, 0, 1.000000 , 1.000000
185, 185, 12, 5000, h3 , 0, 1.000000, 0, 0.171038, 0.171038, 0, 0.172508 , 0.172508, 0, 1.000000 , 1.000000
186, 186, 12, 5000, h3 , 1, 0.000000, 1, 0.049061, 0.049061, 1, 0.052599 , 0.052599, 0, -1.000000 , -1.000000
187, 187, 12, 5000, h3 , 1, 1.000000, 3, 0.508144, -0.058824, 3, 0.508400 , -0.058824, 0, 1.000000 , -1.000000
188, 188, 12, 5000, h3 , 1, 1.000000, 2, 0.061977, 0.004082, 2, 0.060606 , -0.002740, 5, 0.000000 , -1.000000
189, 189, 12, 5000, h3 , 0, 0.000000, 0, 0.090533, 0.090533, 0, 0.094688 , 0.094688, 0, -1.000000 , -1.000000
190, 190, 12, 5000, h3 , 0, 1.000000, 3, 0.188719, 0.112595, 3, 0.188719 , 0.118156, 0, 1.000000 , 1.000000
191, 191, 12, 5000, h3 , 0, 1.000000, 4, 0.171487, 0.059722, 4, 0.171487 , 0.051821, 0, 1.000000 , 1.000000
